"recipe_spell_id","source_kind","att_class","att_recipe_item_id","source_parent_kind","source_parent_id","source_parent_name","map_id","coord_x","coord_y","extra_spawns","awp_own","awp_ancestor","awp_ancestor_from","att_file","att_occurrences","att_source_ancestry","attribution_basis"
"444195","specialization","SPECIALIZATION","0","","","","","","","","","110002","flt+1","Professions.lua","1","h:-44>prof:773>x:11>flt:200","att_profession_db+att_tree"
"444196","trainer","TRAINER","0","n","219090","Brrigan <Inscription Trainer>","2339","44.8","70.9","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:773>n:219090>h:-101","att_profession_db+att_tree"
"444197","specialization","SPECIALIZATION","0","","","","","","","","11","110002","flt+1","Professions.lua","1","h:-44>prof:773>x:11>flt:200","att_profession_db+att_tree"
"444198","specialization","SPECIALIZATION","0","","","","","","","","","110002","flt+1","Professions.lua","1","h:-44>prof:773>x:11>flt:200","att_profession_db+att_tree"
"444199","specialization","SPECIALIZATION","0","","","","","","","","","110002","flt+1","Professions.lua","1","h:-44>prof:773>x:11>flt:200","att_profession_db+att_tree"
"444200","trainer","TRAINER","0","n","219090","Brrigan <Inscription Trainer>","2339","44.8","70.9","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:773>n:219090>h:-101","att_profession_db+att_tree"
"444201","trainer","TRAINER","0","n","219090","Brrigan <Inscription Trainer>","2339","44.8","70.9","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:773>n:219090>h:-101","att_profession_db+att_tree"
"444202","unavailable","NYI","223059","","","","","","","","110007","110000","x+1","NeverImplemented.lua","1","h:-44>prof:773>flt:200>x:11>x:11","att_profession_db+att_tree"
"444203","trainer","TRAINER","0","n","219090","Brrigan <Inscription Trainer>","2339","44.8","70.9","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:773>n:219090>flt:50","att_profession_db+att_tree"
"444204","trainer","TRAINER","0","n","219090","Brrigan <Inscription Trainer>","2339","44.8","70.9","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:773>n:219090>flt:57","att_profession_db+att_tree"
"444205","specialization","SPECIALIZATION","0","","","","","","","","","110002","flt+1","Professions.lua","1","h:-44>prof:773>x:11>flt:200","att_profession_db+att_tree"
"444206","trainer","TRAINER","0","n","219090","Brrigan <Inscription Trainer>","2339","44.8","70.9","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:773>n:219090>flt:57","att_profession_db+att_tree"
"444207","drop","ITEM","223060","","","","","","","","","110002","h+2","Delves.lua","1","h:-204>x:11>h:-24>flt:200","att_profession_db+att_tree"
"444208","trainer","TRAINER","0","n","219090","Brrigan <Inscription Trainer>","2339","44.8","70.9","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:773>n:219090>flt:57","att_profession_db+att_tree"
"444209","drop","ITEM","223061","inst","1210","","2214","55.4","21.6","","120001","110002","inst+3","Instances.lua","1","h:-75>x:11>inst:1210>d:101>e:2561","att_profession_db+att_tree"
"444210","trainer","TRAINER","0","n","219090","Brrigan <Inscription Trainer>","2339","44.8","70.9","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:773>n:219090>flt:50","att_profession_db+att_tree"
"444211","trainer","TRAINER","0","n","219090","Brrigan <Inscription Trainer>","2339","44.8","70.9","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:773>n:219090>flt:50","att_profession_db+att_tree"
"444212","trainer","TRAINER","0","n","219090","Brrigan <Inscription Trainer>","2339","44.8","70.9","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:773>n:219090>flt:50","att_profession_db+att_tree"
"444213","trainer","TRAINER","0","n","219090","Brrigan <Inscription Trainer>","2339","44.8","70.9","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:773>n:219090>flt:50","att_profession_db+att_tree"
"444214","trainer","TRAINER","0","n","219090","Brrigan <Inscription Trainer>","2339","44.8","70.9","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:773>n:219090>flt:50","att_profession_db+att_tree"
"444215","trainer","TRAINER","0","n","219090","Brrigan <Inscription Trainer>","2339","44.8","70.9","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:773>n:219090>flt:50","att_profession_db+att_tree"
"444217","vendor","ITEM","223063","n","221390","Waxmonger Squick <Quatermaster>","2214","43.1","32.9","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2214>ah:2594>h:-58>n:221390","att_profession_db+att_tree"
"444218","vendor","ITEM","223064","n","213145","Auralia Steelstrike <Arathi Quartermaster>","2215","41.3","53.1","42.4,55","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2215>ah:2570>h:-58>n:213145","att_profession_db+att_tree"
"444219","vendor","ITEM","225355","n","223750","Lady Vinazian <Severed Threads Quartermaster>","2255","55.3","41.2","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2255>ah:2600>h:-58>n:223750","att_profession_db+att_tree"
"444220","vendor","ITEM","223062","n","223728","Auditor Balwurz <Keeper of Renown>","2339","39.1","24","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2248>ah:2590>h:-58>n:223728","att_profession_db+att_tree"
"444221","trainer","TRAINER","0","n","219090","Brrigan <Inscription Trainer>","2339","44.8","70.9","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:773>n:219090>flt:56","att_profession_db+att_tree"
"444222","trainer","TRAINER","0","n","219090","Brrigan <Inscription Trainer>","2339","44.8","70.9","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:773>n:219090>flt:56","att_profession_db+att_tree"
"444223","discovery","DISCOVERY","0","","","","","","","","","110002","prof+3","Craftables.lua","1","h:-23>x:11>prof:773>h:-26>ah:447868","att_profession_db+att_tree"
"444224","specialization","SPECIALIZATION","0","","","","","","","","110002","110002","flt+1","Professions.lua","1","h:-44>prof:773>x:11>flt:200","att_profession_db+att_tree"
"444225","specialization","SPECIALIZATION","0","","","","","","","","110002","110002","flt+1","Professions.lua","1","h:-44>prof:773>x:11>flt:200","att_profession_db+att_tree"
"444226","specialization","SPECIALIZATION","0","","","","","","","","110002","110002","flt+1","Professions.lua","1","h:-44>prof:773>x:11>flt:200","att_profession_db+att_tree"
"444227","specialization","SPECIALIZATION","0","","","","","","","","110002","110002","flt+1","Professions.lua","1","h:-44>prof:773>x:11>flt:200","att_profession_db+att_tree"
"444228","trainer","TRAINER","0","","","","","","","","110007","110000","x+1","NeverImplemented.lua","1","h:-44>prof:773>flt:200>x:11>x:11","att_profession_db+att_tree"
"444229","vendor","ITEM","223065","n","219051","Lyrendal <Artisan's Consortium Quartermaster>","2339","59.8","56.4","","110107","110002","m+3","Zones.lua","1","h:-732>m:2274>m:2339>h:-58>n:219051","att_profession_db+att_tree"
"444230","vendor","ITEM","223066","n","219051","Lyrendal <Artisan's Consortium Quartermaster>","2339","59.8","56.4","","110107","110002","m+3","Zones.lua","1","h:-732>m:2274>m:2339>h:-58>n:219051","att_profession_db+att_tree"
"444231","vendor","ITEM","223067","n","219051","Lyrendal <Artisan's Consortium Quartermaster>","2339","59.8","56.4","","110107","110002","m+3","Zones.lua","1","h:-732>m:2274>m:2339>h:-58>n:219051","att_profession_db+att_tree"
"444232","vendor","ITEM","223068","n","219051","Lyrendal <Artisan's Consortium Quartermaster>","2339","59.8","56.4","","","110002","m+3","Zones.lua","1","h:-732>m:2274>m:2339>h:-58>n:219051","att_profession_db+att_tree"
"444233","vendor","ITEM","223069","n","219051","Lyrendal <Artisan's Consortium Quartermaster>","2339","59.8","56.4","","","110002","m+3","Zones.lua","1","h:-732>m:2274>m:2339>h:-58>n:219051","att_profession_db+att_tree"
"444234","vendor","ITEM","223070","n","219051","Lyrendal <Artisan's Consortium Quartermaster>","2339","59.8","56.4","","110107","110002","m+3","Zones.lua","1","h:-732>m:2274>m:2339>h:-58>n:219051","att_profession_db+att_tree"
"444235","vendor","ITEM","223071","n","219051","Lyrendal <Artisan's Consortium Quartermaster>","2339","59.8","56.4","","","110002","m+3","Zones.lua","1","h:-732>m:2274>m:2339>h:-58>n:219051","att_profession_db+att_tree"
"444236","discovery","DISCOVERY","0","","","","","","","","","110002","prof+3","Craftables.lua","1","h:-23>x:11>prof:773>h:-26>ah:447868","att_profession_db+att_tree"
"444336","vendor","ITEM","225475","n","219215","Hotharn <Competitor's Recipes>","2339","55.5","77.1","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-303>h:-58>n:219215>flt:200","att_profession_db+att_tree"
"444337","vendor","ITEM","225476","n","219215","Hotharn <Competitor's Recipes>","2339","55.5","77.1","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-303>h:-58>n:219215>flt:200","att_profession_db+att_tree"
"444338","vendor","ITEM","225477","n","219215","Hotharn <Competitor's Recipes>","2339","55.5","77.1","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-303>h:-58>n:219215>flt:200","att_profession_db+att_tree"
"444785","discovery","DISCOVERY","0","","","","","","","","","110100","h+1","Craftables.lua","1","h:-23>x:11>prof:356>h:-26","att_profession_db+att_tree"
"444786","discovery","DISCOVERY","0","","","","","","","","","110100","h+1","Craftables.lua","1","h:-23>x:11>prof:356>h:-26","att_profession_db+att_tree"
"444787","discovery","DISCOVERY","0","","","","","","","","","110100","h+1","Craftables.lua","1","h:-23>x:11>prof:356>h:-26","att_profession_db+att_tree"
"444788","discovery","DISCOVERY","0","","","","","","","","","110100","h+1","Craftables.lua","1","h:-23>x:11>prof:356>h:-26","att_profession_db+att_tree"
"444789","discovery","DISCOVERY","0","","","","","","","","110100","110100","h+1","Craftables.lua","1","h:-23>x:11>prof:356>h:-26","att_profession_db+att_tree"
"444790","discovery","DISCOVERY","0","","","","","","","","","110100","h+1","Craftables.lua","1","h:-23>x:11>prof:356>h:-26","att_profession_db+att_tree"
"444791","discovery","DISCOVERY","0","","","","","","","","110100","110100","h+1","Craftables.lua","1","h:-23>x:11>prof:356>h:-26","att_profession_db+att_tree"
"444792","discovery","DISCOVERY","0","","","","","","","","","110100","h+1","Craftables.lua","1","h:-23>x:11>prof:356>h:-26","att_profession_db+att_tree"
"444793","discovery","DISCOVERY","0","","","","","","","","","110100","h+1","Craftables.lua","1","h:-23>x:11>prof:356>h:-26","att_profession_db+att_tree"
"444794","discovery","DISCOVERY","0","","","","","","","","","110100","h+1","Craftables.lua","1","h:-23>x:11>prof:356>h:-26","att_profession_db+att_tree"
"444795","discovery","DISCOVERY","0","","","","","","","","","110100","h+1","Craftables.lua","1","h:-23>x:11>prof:356>h:-26","att_profession_db+att_tree"
"444796","discovery","DISCOVERY","0","","","","","","","","","110100","h+1","Craftables.lua","1","h:-23>x:11>prof:356>h:-26","att_profession_db+att_tree"
"444797","discovery","DISCOVERY","0","","","","","","","","","110100","h+1","Craftables.lua","1","h:-23>x:11>prof:356>h:-26","att_profession_db+att_tree"
"444798","discovery","DISCOVERY","0","","","","","","","","","110100","h+1","Craftables.lua","1","h:-23>x:11>prof:356>h:-26","att_profession_db+att_tree"
"444799","discovery","DISCOVERY","0","","","","","","","","110100","110100","h+1","Craftables.lua","1","h:-23>x:11>prof:356>h:-26","att_profession_db+att_tree"
"444800","discovery","DISCOVERY","0","","","","","","","","110100","110100","h+1","Craftables.lua","1","h:-23>x:11>prof:356>h:-26","att_profession_db+att_tree"
"444801","discovery","DISCOVERY","0","","","","","","","","","110100","h+1","Craftables.lua","1","h:-23>x:11>prof:356>h:-26","att_profession_db+att_tree"
"444802","discovery","DISCOVERY","0","","","","","","","","","110100","h+1","Craftables.lua","1","h:-23>x:11>prof:356>h:-26","att_profession_db+att_tree"
"444803","discovery","DISCOVERY","0","","","","","","","","","110100","h+1","Craftables.lua","1","h:-23>x:11>prof:356>h:-26","att_profession_db+att_tree"
"445068","unavailable","NYI","0","","","","","","","","110007","110000","x+1","NeverImplemented.lua","1","h:-44>prof:773>flt:200>x:11>x:11","att_profession_db+att_tree"
"445069","unavailable","NYI","0","","","","","","","","110007","110000","x+1","NeverImplemented.lua","1","h:-44>prof:773>flt:200>x:11>x:11","att_profession_db+att_tree"
"445070","unavailable","NYI","223072","","","","","","","","110007","110000","x+1","NeverImplemented.lua","1","h:-44>prof:773>flt:200>x:11>x:11","att_profession_db+att_tree"
"445082","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445083","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445084","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445085","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445086","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445087","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445088","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445089","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445090","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445091","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445092","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445093","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445094","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445095","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445096","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445097","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445098","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445099","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445100","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445101","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445102","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445103","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445104","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445105","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445106","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445107","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445108","quest","ITEM","225894","q","82223","A Home Cooked Meal","2215","43.9","49.7","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2215>h:-45>ah:40844>q:82223","att_profession_db+att_tree"
"445109","vendor","ITEM","224152","n","218189","Polo <Cooking Supplies>","2213","48.1","25.3","","","110002","m+3","Zones.lua","1","h:-732>m:2274>m:2255>h:-58>n:218189","att_profession_db+att_tree"
"445110","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445111","vendor","ITEM","226177","n","223280","Collector Z'til <Alien Antiquities>","2213","70","31.3","","","110002","m+3","Zones.lua","1","h:-732>m:2274>m:2255>h:-58>n:223280","att_profession_db+att_tree"
"445112","quest","ITEM","227283","q","76586","Spreading The Light","2215","55.3","14.5","","110100","110002","m+6","Zones.lua","1","h:-732>m:2274>m:2215>ah:2570>ah:76586>h:-62>q:76586>ah:226264","att_profession_db+att_tree"
"445113","drop","ITEM","227281","m","2255","","2255","","","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2255>ah:2600>h:-406>h:-47","att_profession_db+att_tree"
"445114","unavailable","NYI","0","","","","","","","","110207","110000","x+1","NeverImplemented.lua","1","h:-44>prof:185>flt:200>x:11>x:11","att_profession_db+att_tree"
"445115","vendor","ITEM","224418","n","221390","Waxmonger Squick <Quatermaster>","2214","43.1","32.9","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2214>ah:2594>h:-58>n:221390","att_profession_db+att_tree"
"445116","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445117","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445118","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445119","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445120","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445127","trainer","TRAINER","0","n","219104","Athodas <Cooking Trainer>","2339","44.2","45.8","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:185>n:219104","att_profession_db+att_tree"
"445317","vendor","ITEM","0","n","219085","Nagad <Enchanting Trainer>","2339","52.9","71.3","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:333>n:219085>h:-245","att_profession_db+att_tree"
"445318","specialization","SPECIALIZATION","0","","","","","","","","","110002","x+2","Professions.lua","1","h:-44>prof:333>x:11>flt:200","att_profession_db+att_tree"
"445319","specialization","SPECIALIZATION","0","","","","","","","","","110002","x+2","Professions.lua","1","h:-44>prof:333>x:11>flt:200","att_profession_db+att_tree"
"445320","drop","ITEM","223116","inst","1267","","2215","41.3","49.3","","","110002","inst+3","Instances.lua","2","h:-75>x:11>inst:1267>d:101>e:2573","att_profession_db+att_tree"
"445321","quest","ITEM","223128","q","83333","Gearing Up for Trouble","2214","43.3","32","","110100","110002","m+6","Zones.lua","1","h:-732>m:2274>m:2214>ah:2594>h:-408>h:-45>q:83333>ah:226273","att_profession_db+att_tree"
"445322","vendor","ITEM","223127","n","223728","Auditor Balwurz <Keeper of Renown>","2339","39.1","24","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2248>ah:2590>h:-58>n:223728","att_profession_db+att_tree"
"445323","vendor","ITEM","223124","n","219051","Lyrendal <Artisan's Consortium Quartermaster>","2339","59.8","56.4","","","110002","m+3","Zones.lua","1","h:-732>m:2274>m:2339>h:-58>n:219051","att_profession_db+att_tree"
"445324","vendor","ITEM","0","n","219085","Nagad <Enchanting Trainer>","2339","52.9","71.3","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:333>n:219085>h:-101","att_profession_db+att_tree"
"445325","vendor","ITEM","223137","n","218193","Iliani <Enchanting Supplies>","2213","45.4","33.3","","","110002","m+3","Zones.lua","1","h:-732>m:2274>m:2255>h:-58>n:218193","att_profession_db+att_tree"
"445326","specialization","SPECIALIZATION","0","","","","","","","","","110002","x+2","Professions.lua","1","h:-44>prof:333>x:11>flt:200","att_profession_db+att_tree"
"445327","drop","ITEM","223133","m","2214","","2214","","","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2214>ah:2594>h:-409>h:-56","att_profession_db+att_tree"
"445328","vendor","ITEM","223130","n","219051","Lyrendal <Artisan's Consortium Quartermaster>","2339","59.8","56.4","","","110002","m+3","Zones.lua","1","h:-732>m:2274>m:2339>h:-58>n:219051","att_profession_db+att_tree"
"445329","specialization","SPECIALIZATION","0","","","","","","","","","110002","x+2","Professions.lua","1","h:-44>prof:333>x:11>flt:200","att_profession_db+att_tree"
"445330","specialization","SPECIALIZATION","0","","","","","","","","","110002","x+2","Professions.lua","1","h:-44>prof:333>x:11>flt:200","att_profession_db+att_tree"
"445331","drop","ITEM","223119","inst","1270","","2215","54.8","62.9","","","110002","inst+3","Instances.lua","1","h:-75>x:11>inst:1270>d:101>e:2593","att_profession_db+att_tree"
"445332","specialization","SPECIALIZATION","0","","","","","","","","","110002","x+2","Professions.lua","1","h:-44>prof:333>x:11>flt:200","att_profession_db+att_tree"
"445333","specialization","SPECIALIZATION","0","","","","","","","","","110002","x+2","Professions.lua","1","h:-44>prof:333>x:11>flt:200","att_profession_db+att_tree"
"445334","vendor","ITEM","223136","n","218193","Iliani <Enchanting Supplies>","2213","45.4","33.3","","","110002","m+3","Zones.lua","1","h:-732>m:2274>m:2255>h:-58>n:218193","att_profession_db+att_tree"
"445335","vendor","ITEM","223113","n","219051","Lyrendal <Artisan's Consortium Quartermaster>","2339","59.8","56.4","","","110002","m+3","Zones.lua","1","h:-732>m:2274>m:2339>h:-58>n:219051","att_profession_db+att_tree"
"445336","specialization","SPECIALIZATION","0","","","","","","","","","110002","x+2","Professions.lua","1","h:-44>prof:333>x:11>flt:200","att_profession_db+att_tree"
"445337","drop","ITEM","223135","m","2255","","2255","","","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2255>ah:2600>h:-406>h:-47","att_profession_db+att_tree"
"445338","vendor","ITEM","0","n","219085","Nagad <Enchanting Trainer>","2339","52.9","71.3","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:333>n:219085>flt:50","att_profession_db+att_tree"
"445339","drop","ITEM","223120","inst","1267","","2215","41.3","49.3","","110207","110002","inst+3","Instances.lua","1","h:-75>x:11>inst:1267>d:101>e:2573","att_profession_db+att_tree"
"445340","vendor","ITEM","0","n","219085","Nagad <Enchanting Trainer>","2339","52.9","71.3","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:333>n:219085>h:-243","att_profession_db+att_tree"
"445341","drop","ITEM","223144","inst","1273","","2255","35.6","71.6","","","110002","inst+3","Instances.lua","3","h:-75>x:11>inst:1273>d:109>e:2602","att_profession_db+att_tree"
"445342","specialization","SPECIALIZATION","0","","","","","","","","","110002","x+2","Professions.lua","1","h:-44>prof:333>x:11>flt:200","att_profession_db+att_tree"
"445343","specialization","SPECIALIZATION","0","","","","","","","","","110002","x+2","Professions.lua","1","h:-44>prof:333>x:11>flt:200","att_profession_db+att_tree"
"445344","vendor","ITEM","0","n","219085","Nagad <Enchanting Trainer>","2339","52.9","71.3","","110207","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:333>n:219085>h:-243","att_profession_db+att_tree"
"445345","specialization","SPECIALIZATION","0","","","","","","","","","110002","x+2","Professions.lua","1","h:-44>prof:333>x:11>flt:200","att_profession_db+att_tree"
"445346","vendor","ITEM","223125","n","223750","Lady Vinazian <Severed Threads Quartermaster>","2255","55.3","41.2","","","110002","m+4","Zones.lua","1","h:-732>m:2274>m:2255>ah:2600>h:-58>n:223750","att_profession_db+att_tree"
"445347","worlddrop","ITEM","223122","","","","","","","","120000","110002","flt+1","WorldDrops.lua","1","h:-698>x:11>flt:200","att_profession_db+att_tree"
"445348","vendor","ITEM","0","n","219085","Nagad <Enchanting Trainer>","2339","52.9","71.3","","110207","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:333>n:219085>h:-243","att_profession_db+att_tree"
"445349","drop","ITEM","223118","inst","1267","","2215","41.3","49.3","","110207","110002","inst+3","Instances.lua","2","h:-75>x:11>inst:1267>d:101>e:2573","att_profession_db+att_tree"
"445350","specialization","SPECIALIZATION","0","","","","","","","","","110002","x+2","Professions.lua","1","h:-44>prof:333>x:11>flt:200","att_profession_db+att_tree"
"445351","vendor","ITEM","0","n","219085","Nagad <Enchanting Trainer>","2339","52.9","71.3","","","110002","m+5","Zones.lua","1","h:-732>m:2274>m:2339>h:-44>prof:333>n:219085>h:-243","att_profession_db+att_tree"
"445352","specialization","SPECIALIZATION","0","","","","","","","","","110002","x+2","Professions.lua","1","h:-44>prof:333>x:11>flt:200","att_profession_db+att_tree"
